urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:river:water:discharge:ave,qualityIndex
2007-07-17T00:00:00+01:00,0.635822,210
2007-07-18T00:00:00+01:00,0.586839,210
2007-07-19T00:00:00+01:00,0.531091,210
2007-07-20T00:00:00+01:00,0.499892,210
2007-07-21T00:00:00+01:00,0.469794,210
2007-07-22T00:00:00+01:00,0.448609,210
2007-07-23T00:00:00+01:00,0.437842,210
2007-07-24T00:00:00+01:00,0.422438,210
2007-07-25T00:00:00+01:00,0.476326,210
2007-07-26T00:00:00+01:00,0.387979,210
2007-07-27T00:00:00+01:00,0.364301,210
2007-07-28T00:00:00+01:00,0.352341,210
2007-07-29T00:00:00+01:00,0.361078,210
2007-07-30T00:00:00+01:00,0.398357,210
2007-07-31T00:00:00+01:00,0.393947,210
2007-08-01T00:00:00+01:00,0.387696,210
2007-08-02T00:00:00+01:00,0.386474,210
2007-08-03T00:00:00+01:00,0.389674,210
2007-08-04T00:00:00+01:00,0.394218,210
2007-08-05T00:00:00+01:00,0.366342,210
2007-08-06T00:00:00+01:00,0.355343,210
2007-08-07T00:00:00+01:00,0.346147,210
2007-08-08T00:00:00+01:00,0.350795,210
2007-08-09T00:00:00+01:00,1.154545,210
2007-08-10T00:00:00+01:00,1.108449,210
2007-08-11T00:00:00+01:00,0.616899,210
2007-08-12T00:00:00+01:00,0.505645,210
2007-08-13T00:00:00+01:00,0.467102,210
2007-08-14T00:00:00+01:00,0.444907,210
2007-08-15T00:00:00+01:00,1.356563,210
2007-08-16T00:00:00+01:00,0.845697,210
2007-08-17T00:00:00+01:00,0.706326,210
2007-08-18T00:00:00+01:00,0.640887,210
2007-08-19T00:00:00+01:00,0.646767,210
2007-08-20T00:00:00+01:00,0.642967,210
2007-08-21T00:00:00+01:00,0.818372,210
2007-08-22T00:00:00+01:00,2.528249,210
2007-08-23T00:00:00+01:00,4.139173,210
2007-08-24T00:00:00+01:00,3.010160,210
2007-08-25T00:00:00+01:00,2.084258,210
2007-08-26T00:00:00+01:00,1.606213,210
2007-08-27T00:00:00+01:00,1.231326,210
2007-08-28T00:00:00+01:00,1.020731,210
2007-08-29T00:00:00+01:00,0.893768,210
2007-08-30T00:00:00+01:00,0.794181,210
2007-08-31T00:00:00+01:00,1.134544,210
2007-09-01T00:00:00+01:00,0.755115,210
2007-09-02T00:00:00+01:00,0.639220,210
2007-09-03T00:00:00+01:00,0.577437,210
2007-09-04T00:00:00+01:00,0.541944,210
2007-09-05T00:00:00+01:00,0.489847,210
2007-09-06T00:00:00+01:00,0.440127,210
2007-09-07T00:00:00+01:00,0.398266,210
2007-09-08T00:00:00+01:00,0.371192,210
2007-09-09T00:00:00+01:00,0.337796,210
2007-09-10T00:00:00+01:00,0.313800,210
2007-09-11T00:00:00+01:00,0.297128,210
2007-09-12T00:00:00+01:00,0.286587,210
2007-09-13T00:00:00+01:00,0.293985,210
2007-09-14T00:00:00+01:00,0.286249,210
2007-09-15T00:00:00+01:00,0.282476,210
2007-09-16T00:00:00+01:00,0.262666,210
2007-09-17T00:00:00+01:00,0.253213,210
2007-09-18T00:00:00+01:00,0.281394,210
2007-09-19T00:00:00+01:00,0.671120,210
2007-09-20T00:00:00+01:00,0.413739,210
2007-09-21T00:00:00+01:00,0.312498,210
2007-09-22T00:00:00+01:00,0.276463,210
2007-09-23T00:00:00+01:00,0.259248,210
2007-09-24T00:00:00+01:00,0.229573,210
2007-09-25T00:00:00+01:00,0.217050,210
2007-09-26T00:00:00+01:00,0.293881,210
2007-09-27T00:00:00+01:00,3.049190,210
2007-09-28T00:00:00+01:00,2.022660,210
2007-09-29T00:00:00+01:00,1.658506,210
2007-09-30T00:00:00+01:00,1.316853,210
2007-10-01T00:00:00+01:00,1.131119,210
2007-10-02T00:00:00+01:00,1.050233,210
2007-10-03T00:00:00+01:00,1.074949,210
2007-10-04T00:00:00+01:00,1.120185,210
2007-10-05T00:00:00+01:00,1.074370,210
2007-10-06T00:00:00+01:00,1.002143,210
2007-10-07T00:00:00+01:00,0.911006,210
2007-10-08T00:00:00+01:00,0.802915,210
2007-10-09T00:00:00+01:00,0.720922,210
2007-10-10T00:00:00+01:00,0.652775,210
2007-10-11T00:00:00+01:00,0.591858,210
2007-10-12T00:00:00+01:00,0.546623,210
2007-10-13T00:00:00+01:00,0.508724,210
2007-10-14T00:00:00+01:00,0.466691,210
2007-10-15T00:00:00+01:00,0.441340,210
2007-10-16T00:00:00+01:00,0.413303,210
2007-10-17T00:00:00+01:00,0.386723,210
2007-10-18T00:00:00+01:00,0.363453,210
2007-10-19T00:00:00+01:00,0.340042,210
2007-10-20T00:00:00+01:00,0.329800,210
2007-10-21T00:00:00+01:00,0.318380,210
2007-10-22T00:00:00+01:00,0.302951,210
2007-10-23T00:00:00+01:00,0.289559,210
2007-10-24T00:00:00+01:00,0.284865,210
2007-10-25T00:00:00+01:00,0.273647,210
2007-10-26T00:00:00+01:00,0.265892,210
2007-10-27T00:00:00+01:00,0.310976,210
2007-10-28T00:00:00+01:00,0.331264,210
2007-10-29T00:00:00+01:00,0.275828,210
2007-10-30T00:00:00+01:00,0.253174,210
2007-10-31T00:00:00+01:00,0.237096,210
2007-11-01T00:00:00+01:00,0.228575,210
2007-11-02T00:00:00+01:00,0.220855,210
2007-11-03T00:00:00+01:00,0.214946,210
2007-11-04T00:00:00+01:00,0.207800,210
2007-11-05T00:00:00+01:00,0.203506,210
2007-11-06T00:00:00+01:00,0.197825,210
2007-11-07T00:00:00+01:00,0.191818,210
2007-11-08T00:00:00+01:00,0.192973,210
2007-11-09T00:00:00+01:00,0.199544,210
2007-11-10T00:00:00+01:00,0.200592,210
2007-11-11T00:00:00+01:00,0.202004,210
2007-11-12T00:00:00+01:00,0.207472,210
2007-11-13T00:00:00+01:00,0.206139,210
2007-11-14T00:00:00+01:00,0.209888,210
2007-11-15T00:00:00+01:00,0.199286,210
2007-11-16T00:00:00+01:00,0.180297,210
2007-11-17T00:00:00+01:00,0.174688,210
2007-11-18T00:00:00+01:00,0.176920,210
2007-11-19T00:00:00+01:00,0.168433,210
2007-11-20T00:00:00+01:00,0.165953,210
2007-11-21T00:00:00+01:00,0.179446,210
2007-11-22T00:00:00+01:00,0.195900,210
2007-11-23T00:00:00+01:00,0.382866,210
2007-11-24T00:00:00+01:00,1.213300,210
2007-11-25T00:00:00+01:00,1.255156,210
2007-11-26T00:00:00+01:00,0.906235,210
2007-11-27T00:00:00+01:00,0.693188,210
2007-11-28T00:00:00+01:00,0.598706,210
2007-11-29T00:00:00+01:00,0.540117,210
2007-11-30T00:00:00+01:00,0.495734,210
2007-12-01T00:00:00+01:00,0.445619,210
2007-12-02T00:00:00+01:00,0.425878,210
2007-12-03T00:00:00+01:00,0.405901,210
2007-12-04T00:00:00+01:00,0.479667,210
2007-12-05T00:00:00+01:00,0.411337,210
2007-12-06T00:00:00+01:00,0.358240,210
2007-12-07T00:00:00+01:00,0.348000,210
2007-12-08T00:00:00+01:00,0.328405,210
2007-12-09T00:00:00+01:00,0.320275,210
2007-12-10T00:00:00+01:00,0.314986,210
2007-12-11T00:00:00+01:00,0.292257,210
2007-12-12T00:00:00+01:00,0.257600,210
2007-12-13T00:00:00+01:00,0.244431,210
2007-12-14T00:00:00+01:00,0.239335,210
2007-12-15T00:00:00+01:00,0.235200,210
2007-12-16T00:00:00+01:00,0.235200,210
2007-12-17T00:00:00+01:00,0.208465,210
2007-12-18T00:00:00+01:00,0.204639,210
2007-12-19T00:00:00+01:00,0.201517,210
2007-12-20T00:00:00+01:00,0.192049,210
2007-12-21T00:00:00+01:00,0.178789,210
2007-12-22T00:00:00+01:00,0.176261,210
2007-12-23T00:00:00+01:00,0.176300,210
2007-12-24T00:00:00+01:00,0.175367,210
2007-12-25T00:00:00+01:00,0.172180,210
2007-12-26T00:00:00+01:00,0.165402,210
2007-12-27T00:00:00+01:00,0.162518,210
2007-12-28T00:00:00+01:00,0.160100,210
2007-12-29T00:00:00+01:00,0.159207,210
2007-12-30T00:00:00+01:00,0.149600,210
2007-12-31T00:00:00+01:00,0.149600,210
2008-01-01T00:00:00+01:00,0.145545,210
2008-01-02T00:00:00+01:00,0.142106,210
2008-01-03T00:00:00+01:00,0.134500,210
2008-01-04T00:00:00+01:00,0.134450,210
2008-01-05T00:00:00+01:00,0.135597,210
2008-01-06T00:00:00+01:00,0.140715,210
2008-01-07T00:00:00+01:00,0.145958,210
2008-01-08T00:00:00+01:00,0.146670,210
2008-01-09T00:00:00+01:00,0.135509,210
2008-01-10T00:00:00+01:00,0.128909,210
2008-01-11T00:00:00+01:00,0.117800,210
2008-01-12T00:00:00+01:00,0.126337,210
2008-01-13T00:00:00+01:00,0.176600,210
2008-01-14T00:00:00+01:00,0.178953,210
2008-01-15T00:00:00+01:00,0.158201,210
2008-01-16T00:00:00+01:00,0.160172,210
2008-01-17T00:00:00+01:00,0.172349,210
2008-01-18T00:00:00+01:00,0.186574,210
2008-01-19T00:00:00+01:00,0.163757,210
2008-01-20T00:00:00+01:00,0.180278,210
2008-01-21T00:00:00+01:00,0.217810,210
2008-01-22T00:00:00+01:00,0.238270,210
2008-01-23T00:00:00+01:00,0.239519,210
2008-01-24T00:00:00+01:00,0.235631,210
2008-01-25T00:00:00+01:00,0.228096,210
2008-01-26T00:00:00+01:00,0.232243,210
2008-01-27T00:00:00+01:00,0.258422,210
2008-01-28T00:00:00+01:00,0.275742,210
2008-01-29T00:00:00+01:00,0.473782,210
2008-01-30T00:00:00+01:00,0.513803,210
2008-01-31T00:00:00+01:00,0.425756,210
2008-02-01T00:00:00+01:00,0.390107,210
2008-02-02T00:00:00+01:00,0.361681,210
2008-02-03T00:00:00+01:00,0.351700,210
2008-02-04T00:00:00+01:00,0.347101,210
2008-02-05T00:00:00+01:00,0.312738,210
2008-02-06T00:00:00+01:00,0.304036,210
2008-02-07T00:00:00+01:00,0.289908,210
2008-02-08T00:00:00+01:00,0.287500,210
2008-02-09T00:00:00+01:00,0.284295,210
2008-02-10T00:00:00+01:00,0.256729,210
2008-02-11T00:00:00+01:00,0.255377,210
2008-02-12T00:00:00+01:00,0.232517,210
2008-02-13T00:00:00+01:00,0.231315,210
2008-02-14T00:00:00+01:00,0.231347,210
2008-02-15T00:00:00+01:00,0.228153,210
2008-02-16T00:00:00+01:00,0.225171,210
2008-02-17T00:00:00+01:00,0.225900,210
2008-02-18T00:00:00+01:00,0.214723,210
2008-02-19T00:00:00+01:00,0.211738,210
2008-02-20T00:00:00+01:00,0.208363,210
2008-02-21T00:00:00+01:00,0.205665,210
2008-02-22T00:00:00+01:00,0.202303,210
2008-02-23T00:00:00+01:00,0.205826,210
2008-02-24T00:00:00+01:00,0.230185,210
2008-02-25T00:00:00+01:00,0.294972,210
2008-02-26T00:00:00+01:00,0.366700,210
2008-02-27T00:00:00+01:00,0.369556,210
2008-02-28T00:00:00+01:00,0.375406,210
2008-02-29T00:00:00+01:00,0.386152,210
2008-03-01T00:00:00+01:00,0.387739,210
2008-03-02T00:00:00+01:00,0.468677,210
2008-03-03T00:00:00+01:00,0.646326,210
2008-03-04T00:00:00+01:00,0.673092,210
2008-03-05T00:00:00+01:00,0.616281,210
2008-03-06T00:00:00+01:00,0.521083,210
2008-03-07T00:00:00+01:00,0.462163,210
2008-03-08T00:00:00+01:00,0.441867,210
2008-03-09T00:00:00+01:00,0.418523,210
2008-03-10T00:00:00+01:00,0.394521,210
2008-03-11T00:00:00+01:00,0.552778,210
2008-03-12T00:00:00+01:00,0.603290,210
2008-03-13T00:00:00+01:00,0.583199,210
2008-03-14T00:00:00+01:00,0.608841,210
2008-03-15T00:00:00+01:00,0.566983,210
2008-03-16T00:00:00+01:00,0.578208,210
2008-03-17T00:00:00+01:00,0.908678,210
2008-03-18T00:00:00+01:00,0.818293,210
2008-03-19T00:00:00+01:00,0.687765,210
2008-03-20T00:00:00+01:00,0.620733,210
2008-03-21T00:00:00+01:00,0.543784,210
2008-03-22T00:00:00+01:00,0.517919,210
2008-03-23T00:00:00+01:00,0.505563,210
2008-03-24T00:00:00+01:00,0.481510,210
2008-03-25T00:00:00+01:00,0.452654,210
2008-03-26T00:00:00+01:00,0.417272,210
2008-03-27T00:00:00+01:00,0.391310,210
2008-03-28T00:00:00+01:00,0.385548,210
2008-03-29T00:00:00+01:00,0.379750,210
2008-03-30T00:00:00+01:00,0.363510,210
2008-03-31T00:00:00+01:00,0.368600,210
2008-04-01T00:00:00+01:00,0.382915,210
2008-04-02T00:00:00+01:00,0.390567,210
2008-04-03T00:00:00+01:00,0.390301,210
2008-04-04T00:00:00+01:00,0.377610,210
2008-04-05T00:00:00+01:00,0.363862,210
2008-04-06T00:00:00+01:00,0.354244,210
2008-04-07T00:00:00+01:00,0.375669,210
2008-04-08T00:00:00+01:00,0.432244,210
2008-04-09T00:00:00+01:00,0.375803,210
2008-04-10T00:00:00+01:00,0.372906,210
2008-04-11T00:00:00+01:00,0.519218,210
2008-04-12T00:00:00+01:00,1.706798,210
2008-04-13T00:00:00+01:00,2.137447,210
2008-04-14T00:00:00+01:00,1.490285,210
2008-04-15T00:00:00+01:00,1.451163,210
2008-04-16T00:00:00+01:00,1.362976,210
2008-04-17T00:00:00+01:00,1.153225,210
2008-04-18T00:00:00+01:00,1.128045,210
2008-04-19T00:00:00+01:00,1.430906,210
2008-04-20T00:00:00+01:00,2.045669,210
2008-04-21T00:00:00+01:00,1.666997,210
2008-04-22T00:00:00+01:00,2.368138,210
2008-04-23T00:00:00+01:00,2.265099,210
2008-04-24T00:00:00+01:00,2.004231,210
2008-04-25T00:00:00+01:00,1.908794,210
2008-04-26T00:00:00+01:00,1.840183,210
2008-04-27T00:00:00+01:00,1.766485,210
2008-04-28T00:00:00+01:00,1.685413,210
2008-04-29T00:00:00+01:00,1.631633,210
2008-04-30T00:00:00+01:00,1.801861,210
2008-05-01T00:00:00+01:00,2.005867,210
2008-05-02T00:00:00+01:00,2.394493,210
2008-05-03T00:00:00+01:00,2.041126,210
2008-05-04T00:00:00+01:00,1.863603,210
2008-05-05T00:00:00+01:00,1.803328,210
2008-05-06T00:00:00+01:00,1.803435,210
2008-05-07T00:00:00+01:00,1.749481,210
2008-05-08T00:00:00+01:00,1.658695,210
2008-05-09T00:00:00+01:00,1.593410,210
2008-05-10T00:00:00+01:00,1.542076,210
2008-05-11T00:00:00+01:00,1.476106,210
2008-05-12T00:00:00+01:00,1.453981,210
2008-05-13T00:00:00+01:00,1.345161,210
2008-05-14T00:00:00+01:00,1.211039,210
2008-05-15T00:00:00+01:00,1.084943,210
2008-05-16T00:00:00+01:00,1.298432,210
2008-05-17T00:00:00+01:00,1.780226,210
2008-05-18T00:00:00+01:00,4.063790,210
2008-05-19T00:00:00+01:00,5.730531,210
2008-05-20T00:00:00+01:00,3.322796,210
2008-05-21T00:00:00+01:00,2.662733,210
2008-05-22T00:00:00+01:00,2.300792,210
2008-05-23T00:00:00+01:00,2.496207,210
2008-05-24T00:00:00+01:00,2.215452,210
2008-05-25T00:00:00+01:00,1.989513,210
2008-05-26T00:00:00+01:00,2.138323,210
2008-05-27T00:00:00+01:00,1.954189,210
2008-05-28T00:00:00+01:00,1.824201,210
2008-05-29T00:00:00+01:00,1.788884,210
2008-05-30T00:00:00+01:00,1.968807,210
2008-05-31T00:00:00+01:00,2.323576,210
2008-06-01T00:00:00+01:00,2.096655,210
2008-06-02T00:00:00+01:00,1.819919,210
2008-06-03T00:00:00+01:00,1.802010,210
2008-06-04T00:00:00+01:00,1.748962,210
2008-06-05T00:00:00+01:00,1.770713,210
2008-06-06T00:00:00+01:00,1.681417,210
2008-06-07T00:00:00+01:00,1.776224,210
2008-06-08T00:00:00+01:00,2.175010,210
2008-06-09T00:00:00+01:00,1.927452,210
2008-06-10T00:00:00+01:00,1.728215,210
2008-06-11T00:00:00+01:00,1.589454,210
2008-06-12T00:00:00+01:00,1.525072,210
2008-06-13T00:00:00+01:00,1.372319,210
2008-06-14T00:00:00+01:00,1.457765,210
2008-06-15T00:00:00+01:00,1.245565,210
2008-06-16T00:00:00+01:00,1.228783,210
2008-06-17T00:00:00+01:00,1.190708,210
2008-06-18T00:00:00+01:00,2.922799,210
2008-06-19T00:00:00+01:00,2.482619,210
2008-06-20T00:00:00+01:00,1.996868,210
2008-06-21T00:00:00+01:00,1.687393,210
2008-06-22T00:00:00+01:00,1.493506,210
2008-06-23T00:00:00+01:00,1.310997,210
2008-06-24T00:00:00+01:00,1.134908,210
2008-06-25T00:00:00+01:00,1.008551,210
2008-06-26T00:00:00+01:00,0.910464,210
2008-06-27T00:00:00+01:00,0.821281,210
2008-06-28T00:00:00+01:00,0.737606,210
2008-06-29T00:00:00+01:00,0.651911,210
2008-06-30T00:00:00+01:00,0.643524,210
2008-07-01T00:00:00+01:00,0.618488,210
2008-07-02T00:00:00+01:00,0.936874,210
2008-07-03T00:00:00+01:00,0.595485,210
2008-07-04T00:00:00+01:00,0.805659,210
2008-07-05T00:00:00+01:00,1.516867,210
2008-07-06T00:00:00+01:00,0.884175,210
2008-07-07T00:00:00+01:00,2.313227,210
2008-07-08T00:00:00+01:00,7.856483,210
2008-07-09T00:00:00+01:00,4.125467,210
2008-07-10T00:00:00+01:00,3.040897,210
2008-07-11T00:00:00+01:00,2.298953,210
2008-07-12T00:00:00+01:00,1.945001,210
2008-07-13T00:00:00+01:00,2.628353,210
2008-07-14T00:00:00+01:00,9.221684,210
2008-07-15T00:00:00+01:00,5.082354,210
2008-07-16T00:00:00+01:00,3.293840,210
2008-07-17T00:00:00+01:00,2.557212,210
2008-07-18T00:00:00+01:00,2.013285,210
2008-07-19T00:00:00+01:00,1.598794,210
2008-07-20T00:00:00+01:00,1.373194,210
2008-07-21T00:00:00+01:00,1.214441,210
2008-07-22T00:00:00+01:00,1.030396,210
2008-07-23T00:00:00+01:00,0.877273,210
2008-07-24T00:00:00+01:00,0.757773,210
2008-07-25T00:00:00+01:00,0.660402,210
2008-07-26T00:00:00+01:00,0.581553,210
2008-07-27T00:00:00+01:00,0.533607,210
2008-07-28T00:00:00+01:00,0.503881,210
2008-07-29T00:00:00+01:00,0.457394,210
2008-07-30T00:00:00+01:00,0.419488,210
2008-07-31T00:00:00+01:00,0.390482,210
