time,data,quality,obs_index,use
2010-11-30,5.12558823529412,210,,
2010-12-31,0.23864455401165593,210,,
2011-01-31,1.0162288211564297,210,,
2011-02-28,4.060716129032262,210,,
2011-03-31,7.180268489466619,210,,
2011-04-30,14.20269661880499,210,,
2011-05-31,16.438956969968622,210,,
2011-06-30,17.672818434460417,210,,
2011-07-31,17.956622590766422,210,,
2011-08-31,20.07040116539667,210,,
2011-09-30,17.58965261695229,210,,
2011-10-31,10.371932974669365,210,,
2011-11-30,5.333285548865206,210,,
2011-12-31,3.1269453160017933,210,,
2012-01-31,2.185885925593908,210,,
2012-02-29,0.8456205079060827,210,,
2012-03-31,10.342978036754824,210,,
2012-04-30,9.436646132468715,210,,
2012-05-31,14.68998386373824,210,,
2012-06-30,19.03504631773974,210,,
2012-07-31,20.09904078888397,210,,
2012-08-31,20.274262662483153,210,,
2012-09-30,15.768562760537284,210,,
2012-10-31,10.862002241147469,210,,
2012-11-30,6.3147269569245,210,,
2012-12-31,1.3220728372926942,210,,
2013-01-31,2.707657104437469,210,,
2013-02-28,1.5712875930521153,210,,
2013-03-31,4.893196996862389,210,,
2013-04-30,10.619955071792523,210,,
2013-05-31,12.411500896458987,210,,
2013-06-30,18.13874478925428,210,,
2013-07-31,21.239782608695588,210,,
2013-08-31,19.820699238009798,210,,
2013-09-30,15.857640111162645,210,,
2013-10-31,11.62129448677724,210,,
2013-11-30,6.182383974062096,210,,
2013-12-31,2.501605333930973,210,,
2014-01-31,1.9322707306140772,210,,
2014-02-28,2.993266253101735,210,,
2014-03-31,8.729433886149701,210,,
2014-04-30,12.609541454377029,210,,
2014-05-31,14.212804347826067,210,,
2014-06-30,18.68748263084768,210,,
2014-07-31,18.55463693411021,210,,
2014-08-31,17.80800268997981,210,,
2014-09-30,16.13517369152384,210,,
2014-10-31,12.474975571492626,210,,
2014-11-30,7.373559545875812,210,,
2014-12-31,4.477527341999121,210,,
2015-01-31,2.9892099955177054,210,,
2015-02-28,2.566481141439208,200,,
2015-03-31,7.479996862393556,200,,
2015-04-30,12.219656322371472,200,,
2015-05-31,15.274135141192271,210,,
2015-06-30,19.116028253821188,210,,
2015-07-31,23.476873599282857,210,,
2015-08-31,20.159114746750358,210,,
2015-09-30,14.593052339045855,210,,
2015-10-31,10.142218960107543,210,,
2015-11-30,7.059663964798497,210,,
2015-12-31,3.180849170775445,210,,
2016-01-31,1.8725248767368874,210,,
2016-02-29,4.700997364638248,210,,
2016-03-31,6.670975123263113,210,,
2016-04-30,10.929682123811714,210,,
2016-05-31,13.887164088769339,210,,
2016-06-30,17.76932560834297,210,,
2016-07-31,20.80851636037647,210,,
2016-08-31,20.191136261766,210,,
2016-09-30,18.14974293654474,210,,
2016-10-31,9.413574887892375,210,,
2016-11-30,5.623269756662819,210,,
2016-12-31,3.368674960771124,210,,
2017-01-31,-1.0815754315175945,210,,
2017-02-28,4.213509677419356,210,,
2017-03-31,9.714709771402983,210,,
2017-04-30,11.975802454840196,210,,
2017-05-31,15.434638116591909,210,,
2017-06-30,20.335042873696466,210,,
2017-07-31,20.594319659269196,210,,
2017-08-31,20.239480053787595,210,,
2017-09-30,14.175882325689152,210,,
2017-10-31,12.026615867324075,210,,
2017-11-30,5.378229504400201,210,,
2017-12-31,0.4012279246974447,210,,
2018-01-31,2.6846434334379214,210,,
2018-02-28,0.9783612903225807,210,,
2018-03-31,5.26340676826535,210,,
2018-04-30,12.47474455766557,210,,
2018-05-31,15.299078888390861,210,,
2018-06-30,19.78412227883285,210,,
2018-07-31,22.138762886597878,210,,
2018-08-31,21.336546391752538,210,,
2018-09-30,17.46951528485411,210,,
2018-10-31,12.879553563424485,210,,
2018-11-30,6.73864960629919,210,,
2018-12-31,3.225781712236667,210,,
2019-01-31,2.8925609592111132,210,,
2019-02-28,4.70775459513165,210,,
2019-03-31,8.257199910354116,210,,
2019-04-30,10.689826076887465,210,,
2019-05-31,13.433252083802648,210,,
2019-06-30,20.040947636700647,210,,
2019-07-31,21.986320035858387,210,,
2019-08-31,20.200468609865457,210,,
2019-09-30,16.075559566786996,210,,
